SOC Code,title,coverage_user,coverage_ai,completion_user,completion_ai,feedback_positive_fraction_user,feedback_positive_fraction_ai,impact_scope_user,impact_scope_ai,ai_applicability_score_user,ai_applicability_score_ai_nonphysical
17-2199,"Engineers, All Other",0.5604315568576642,0.3810898547971032,0.8569275545433069,0.8501444571292803,0.6570570823128583,0.6411506217984546,0.6194562373417974,0.31968991331995067,0.3180999050180506,0.10445430813074412
17-3011,Architectural and Civil Drafters,0.8554065029794028,0.6812621054058555,0.6676856994313008,0.6518689055622351,0.5854244854484242,0.5818518821472857,0.5540389237234303,0.29591859126857184,0.32262892527900544,0.12147650235592111
17-3012,Electrical and Electronics Drafters,0.9413294384380528,0.8429175970004724,0.7253334161316081,0.7120971339621617,0.5945665271535656,0.5846327444484558,0.588447491458333,0.3406043419356398,0.4130256192018975,0.20379860505710296
17-3013,Mechanical Drafters,0.8746339313346153,0.7243233935577562,0.5856995618538259,0.5828276969125433,0.5384309393469966,0.5384167343692366,0.5291827212614265,0.2903957735419526,0.26682701981487245,0.07884690859309235
17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.6901627987225685,0.27157477340512937,0.8810246111746992,0.8777131555794314,0.6575188976460858,0.6596504006625764,0.6228328936836306,0.28922373543790003,0.3802620256145917,0.07534675081558659
17-3022,Civil Engineering Technologists and Technicians,0.5985175837097244,0.48770439809247396,0.7974638067298988,0.8086307139920745,0.6473929184496238,0.6437899363438081,0.5884537643292158,0.30705417544883634,0.2666683828386105,0.13217147191120013
17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.6158877651451237,0.271229177804715,0.8771008900169556,0.887522669974932,0.6627214830667651,0.6571846278244162,0.6208770435293594,0.28722151065860335,0.33724404440124234,0.06835834482637715
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.4581483778385781,0.2983735127733497,0.8939265212433353,0.8931534670388942,0.6710440589445801,0.6710360549143486,0.6528755598229363,0.3071938710731871,0.274529437993508,0.061901521254876066
17-3025,Environmental Engineering Technologists and Technicians,0.4580612722571653,0.20814359589671255,0.9107632328157758,0.890887677539271,0.681340797312741,0.6697295496070171,0.588880157557067,0.2752830007341311,0.2768670907352875,0.0834828447236709
17-3026,Industrial Engineering Technologists and Technicians,0.5041614320020129,0.13755986384192392,0.9065106921088447,0.8460325790492994,0.6709956403893073,0.6917479782250503,0.5990189839019742,0.2706833129572049,0.3038115259025981,0.04335579706033439
17-3027,Mechanical Engineering Technologists and Technicians,0.6340579057052272,0.34246455680485227,0.8559388850955676,0.8744594757602085,0.6508205348330118,0.6277313474677488,0.6162800321011581,0.3017587643396272,0.3541156374346491,0.09605938425160467
17-3028,Calibration Technologists and Technicians,0.6666666666666669,0.38888888888888895,0.8853708138904631,0.873352664776412,0.664769454508352,0.6735101886858194,0.637085032758504,0.30263706499397774,0.38502262945598703,0.13987373223678898
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",0.6257895183207272,0.23677230926841014,0.8872290067238624,0.897120939441294,0.6660835472204462,0.6398668338089472,0.5985054838593223,0.2745232904336603,0.354474607614507,0.05390644678632854
17-3031,Surveying and Mapping Technicians,0.7632575324112606,0.4180681261956252,0.7795915327042788,0.7213048307602264,0.6090605674621579,0.5817189484703058,0.594796882734703,0.33188334790674634,0.3518210276426583,0.08345176594684917
19-1011,Animal Scientists,0.5004613774467656,0.4316519329191607,0.9122474450119836,0.8907985973300936,0.6776697019803026,0.6621491203133264,0.6514519320279426,0.35753609056038727,0.34555923020772317,0.17834687534043442
19-1012,Food Scientists and Technologists,0.7008236842100501,0.39268879477851465,0.869452405412014,0.888665371402945,0.6585931934103851,0.6559843845621778,0.6274973977123381,0.3135707513233912,0.4110329827772987,0.10697604595030433
19-1013,Soil and Plant Scientists,0.46011604760516295,0.34893882181455227,0.8950802844784973,0.8988162651638985,0.6900883324509706,0.6653621178156625,0.608268289583716,0.3390207402669779,0.2719756286742431,0.09230658991039209
19-1021,Biochemists and Biophysicists,0.6984259448836028,0.22597449352391258,0.8906438980804487,0.8706410756633087,0.6935843941043119,0.6731329206484123,0.6147115326680578,0.3558992279778624,0.4106282292921352,0.09232967031108978
